,Name,region,country,type,url
4756,Intellectual and Developmental Disabilities Research Center,Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100007857
4757,"Department of Natural Resources, Newfoundland and Labrador, Canada",Americas,can,Local government,http://dx.doi.org/10.13039/100007858
4758,KU,Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100007859
4759,"Department of Urology, Loyola University Chicago Stritch School of Medicine",Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100007860
4760,University of Florida Institute of Food and Agricultural Sciences,Americas,usa,Local government,http://dx.doi.org/10.13039/100007861
4761,CNPRC,Americas,usa,Local government,http://dx.doi.org/10.13039/100007862
4762,William Marsh Rice University,Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100007863
4763,Brandeis University,Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100007864
4764,University of Texas Medical Branch,Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100007865
4765,ICD,Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100007866
4766,UL,Americas,can,Universities (academic only),http://dx.doi.org/10.13039/100007867
4767,Columbus Zoo and Aquarium,Americas,usa,Other non-profit organizations,http://dx.doi.org/10.13039/100007868
4768,FNR,Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100007869
4769,OBGYN,Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100007870
4770,"Center for infrastructure, Sustainable Transportation and Urban Planning",Asia,ind,Local government,http://dx.doi.org/10.13039/100007871
4771,Bowel and Cancer Research,Europe,gbr,Other non-profit organizations,http://dx.doi.org/10.13039/100007872
4772,GCC,Europe,gbr,Local government,http://dx.doi.org/10.13039/100007873
4773,Great Bay Stewards,Americas,usa,Other non-profit organizations,http://dx.doi.org/10.13039/100007874
4774,Tulane University,Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100007875
4775,SLA,Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100007876
4776,Joslin Diabetes,Americas,usa,Research institutes and centers,http://dx.doi.org/10.13039/100007877
4777,Diabetes Research Center,Americas,usa,Other non-profit organizations,http://dx.doi.org/10.13039/100007878
4778,TEC,Oceania,nzl,National government,http://dx.doi.org/10.13039/100007879
4779,JHU,Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100007880
4780,JHCC,Americas,usa,Other non-profit organizations,http://dx.doi.org/10.13039/100007881
4781,Robert Garrett Fund for the Surgical Treatment of Children,Americas,usa,Other non-profit organizations,http://dx.doi.org/10.13039/100007882
4782,Kelliher Art Trust,Oceania,nzl,Other non-profit organizations,http://dx.doi.org/10.13039/100007883
4783,Kelliher Charitable Trust,Oceania,nzl,Other non-profit organizations,http://dx.doi.org/10.13039/100007884
4784,Kelliher Economics Foundation,Oceania,nzl,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100007885
4785,DFCI,Americas,usa,Other non-profit organizations,http://dx.doi.org/10.13039/100007886
4786,SEAS,Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100007887
4787,Neag School of Education,Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100007888
4788,Centro de Investigação em Materiais Cerâmicos e Compósitos,Europe,prt,Local government,http://dx.doi.org/10.13039/100007889
4789,UNC-Chapel Hill,Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100007890
4790,Ryerson University,Americas,can,Universities (academic only),http://dx.doi.org/10.13039/100007891
4791,"Faculty of Arts, Ryerson University",Americas,can,Universities (academic only),http://dx.doi.org/10.13039/100007892
4792,Indiana State University,Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100007893
4793,Indiana State University Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100007894
4794,"Department of Biology, Indiana State University",Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100007895
4795,Hankamer Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100007896
4796,Carroll School of Management,Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100007897
4797,Frances and Augustus Newman Foundation,Europe,gbr,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100007898
4798,UA,Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100007899
4799,University of Central Florida,Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100007900
4800,ASA,Americas,usa,Associations and societies (private and public),http://dx.doi.org/10.13039/100007901
4801,Max-Bell-Foundation,Americas,can,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100007902
4802,CPH,Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100007903
4803,Texas A&M University,Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100007904
4804,"College of Liberal Arts, Texas A and M University",Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100007905
4805,Glasscock Center,Americas,usa,Local government,http://dx.doi.org/10.13039/100007906
4806,Arkansas Agricultural Experiment Station,Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100007907
4807,CSTH,Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100007908
4808,FCF,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100007909
4809,Fletcher Jones Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100007910
4810,"University of California, San Diego",Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100007911
4811,Eastern Kentucky University,Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100007912
4812,Institute for Translational Neuroscience,Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100007913
4813,The University of Texas Southwestern Medical Center,Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100007914
4814,BCM,Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100007915
4815,Naman Family Fund for Basic Research,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100007916
4816,USDA-ARS,Americas,usa,National government,http://dx.doi.org/10.13039/100007917
4817,National Council on Aging,Americas,usa,Other non-profit organizations,http://dx.doi.org/10.13039/100007918
4818,University of Massachusetts,Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100007919
4819,UMass Medical School,Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100007920
4820,University of Pittsburgh,Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100007921
4821,UWG,Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100007922
4822,University of Wisconsin Carbone Cancer Center,Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100007923
4823,UL,Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100007924
4824,Waisman Center,Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100007925
4825,OU,Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100007926
4826,University of Oklahoma Health Sciences Center,Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100007927
4827,Perelman School of Medicine at the University of Pennsylvania,Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100007928
4828,Institute for Translational Medicine and Therapeutics,Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100007929
4829,ICTS,Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100007930
4830,Proteus Fund,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100007931
4831,Minnesota Local Road Research Board,Americas,usa,Local government,http://dx.doi.org/10.13039/100007932
4832,University of Texas Medical Branch at Galveston,Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100008013
4833,"Department of Neurology, University of Pittsburgh",Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100008014
4834,ANFF,Oceania,aus,Other non-profit organizations,http://dx.doi.org/10.13039/100008015
4835,Financial Markets Foundation for Children,Oceania,aus,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100008016
4836,FMC Foundation,Oceania,aus,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100008017
4837,"Victorian Cancer Agency, Department of Health and Human Services",Oceania,aus,Local government,http://dx.doi.org/10.13039/100008018
4838,Sidney Myer Fund,Oceania,aus,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100008019
4839,Sidney Myer Fund and Myer Foundation,Oceania,aus,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100008020
4840,BMS Canada,Americas,can,For-profit companies (industry),http://dx.doi.org/10.13039/100008021
4841,"Daniel Langlois Foundation for Art, Science, and Technology",Americas,can,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100008022
4842,British Ornithologists Union,Europe,gbr,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100008023
4843,FICER,Americas,usa,Other non-profit organizations,http://dx.doi.org/10.13039/100008024
4844,Fulbright Foundation in Greece,Europe,grc,Local government,http://dx.doi.org/10.13039/100008025
4845,"College of Engineering, Lousiana State University",Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100008026
4846,Comisión México-Estados Unidos para el Intercambio Educativo y Cultural,Americas,mex,Local government,http://dx.doi.org/10.13039/100008027
4847,"School of Medicine and Public Health, University of Wisconsin-Madison",Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100008028
4848,"Graduate School, University of Maryland",Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100008029
4849,Diabetes Center at UCSF,Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100008030
4850,"Graduate School of Public Health, University of Pittsburgh",Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100008031
4851,Plum Creek,Americas,usa,For-profit companies (industry),http://dx.doi.org/10.13039/100008032
4852,Heller School,Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100008033
4853,UGS,Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100008034
4854,HSCI,Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100008035
4855,FAS,Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100008036
4856,"Metabolic Technologies, Inc.",Americas,usa,For-profit companies (industry),http://dx.doi.org/10.13039/100008037
4857,Frasch Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100008038
4858,Florida Hospital,Americas,usa,Other non-profit organizations,http://dx.doi.org/10.13039/100008039
4859,Florida Hospital for Children,Americas,usa,Other non-profit organizations,http://dx.doi.org/10.13039/100008040
4860,Florida Institute of Oceanography,Americas,usa,Local government,http://dx.doi.org/10.13039/100008041
4861,Niskamoon Corporation,Americas,can,For-profit companies (industry),http://dx.doi.org/10.13039/100008042
4862,Palmerston North City Council,Oceania,nzl,Local government,http://dx.doi.org/10.13039/100008043
4863,CiSTUP,Asia,ind,Local government,http://dx.doi.org/10.13039/100008044
4864,Mucolipidosis Type IV (ML4) Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100008045
4865,"INDIANA HUMANITIES COUNCIL, INC.",Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100008046
4866,Carnegie Mellon University,Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100008047
4867,The Regional Studies Association,Europe,gbr,Associations and societies (private and public),http://dx.doi.org/10.13039/100008048
4868,Banco Santander Foundation,Europe,esp,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100008049
4869,Fundación Cellex,Europe,esp,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100008050
